Title,Description,Link,Site,Label
رانغنيك: شائعات وجود خلاف حول شارة قيادة الفريق محض هراء,نفى رالف رانغنيك مدرب مانشستر يونايتد، تقارير تحدثت عن وجود خلاف بين هاري مغواير وكريستيانو رونالدو حول ارتداء شارة قيادة النادي، مؤكدا أنه الشخص ...,https://www.alarabiya.net//sport/2022/02/18/رانغنيك-شائعات-وجود-خلاف-حول-شارة-قيادة-الفريق-محض-هراء,Al-Arabiya,Sport
البريكان يقود الفتح للفوز على الحزم,فاز الفتح على مضيفه الحزم 1 صفر، يوم الجمعة، ضمن منافسات المرحلة 21 من دوري كأس محمد بن سلمان لكرة القدم.وسجل فراس البريكان هدف المباراة الوحيد للفتح ...,https://www.alarabiya.net//sport/2022/02/18/البريكان-يقود-الفتح-للفوز-على-الحزم-,Al-Arabiya,Sport
الهلال والأهلي يتعادلان في دوري أبطال أفريقيا,خيم التعادل السلبي على مواجهة الهلال السوداني وضيفه الأهلي المصري، يوم الجمعة، ضمن منافسات الجولة الثانية بالمجموعة الأولى بدوري أبطال إفريقيا لكرة ...,https://www.alarabiya.net//sport/2022/02/18/التعادل-يحسم-مواجهة-الهلال-والأهلي-في-دوري-الأبطال,Al-Arabiya,Sport
الفيصلي والرائد يتعادلان سلباً,خيم التعادل السلبي على مواجهة الفيصلي والرائد يوم الجمعة ضمن منافسات المرحلة 21 من دوري كأس الأمير محمد بن سلمان للمحترفين.ورغم محاولات الفريقين طوال ...,https://www.alarabiya.net//sport/saudi-sport/2022/02/18/الفيصلي-والرائد-يتعادلان-سلباً,Al-Arabiya,Sport
"دياز وروسو.. جمعهما ليبرتادوريس وتكريم ""سانتياغو برنابيو"" الشهير",بعد 8 أعوام منذ آخر مواجهة جمعتهما سيستضيف الأرجنتيني ميغيل أنخيل روسو ومدرب نادي بوكا جونيورز السابق، ضيفه ومواطنه رامون دياز أحد أساطير ريفربليت ...,https://www.alarabiya.net//sport/saudi-sport/2022/02/18/دياز-وروسو-تكريم-خاص-وليبرتادوريس-,Al-Arabiya,Sport
"ريال مدريد يدخل ""الشك"" قبل مواجهة ألافيس",بعدما كان يحلم بالثلاثية بات ريال مدريد مهدداً بضياع كل شيء في غضون أسابيع معدودة ما يجعل فريق المدرب الإيطالي كارلو أنشيلوتي مطالباً بتدارك الوضع ...,https://www.alarabiya.net//sport/international-sport/2022/02/18/ريال-مدريد-يدخل-الشك-قبل-مواجهة-ألافيس,Al-Arabiya,Sport
كلوب: لا أفكر في مانشستر سيتي دقيقة واحدة.. ورقم صلاح مجنون,سيحصل ليفربول يوم السبت على فرصة لممارسة بعض الضغط على مانشستر سيتي متصدر الدوري الإنجليزي الممتاز لكرة القدم، لكن المدرب يورغن كلوب قال إنه لا يضيع ...,https://www.alarabiya.net//sport/2022/02/18/كلوب-لا-أفكر-في-مانشستر-سيتي-دقيقة-واحدة-ورقم-صلاح-مجنون,Al-Arabiya,Sport
بوكيتينو: إذا أردت أن تشرح لأحد كرة القدم.. قل له إنها ميسي,دافع المدرب الأرجنتيني ماوريسيو بوكيتينو عن مواطنه ليونيل ميسي الذي تعرض للانتقادات نتيجة أدائه الثلاثاء في مباراة باريس سان جيرمان الفرنسي وريال ...,https://www.alarabiya.net//sport/2022/02/18/بوكيتينو-اذا-أردت-أن-تشرح-لأحد-كرة-القدم-قل-له-أنها-ميسي,Al-Arabiya,Sport
"مدرب نيوكاسل يأمل في عودة ""ملهم"" الفريق قبل نهاية الموسم",خضع المدافع الأيمن كيران تريبيير لاعب نيوكاسل يونايتد المنافس في الدوري الإنجليزي الممتاز لكرة القدم لعملية جراحية بعد إصابته بكسر في القدم وأعرب إيدي ...,https://www.alarabiya.net//sport/2022/02/18/مدرب-نيوكاسل-يأمل-في-عودة-ملهم-الفريق-قبل-نهاية-الموسم,Al-Arabiya,Sport
اجتماع طارئ في دورتموند,كشف تقرير إخباري أن المسؤولين التنفيذيين لنادي بوروسيا دورتموند الألماني لكرة القدم عقدوا اجتماعا طارئا ليلة هزيمة الفريق أمام غلاسكو رينجرز ...,https://www.alarabiya.net//sport/2022/02/18/اجتماع-طارئ-في-دورتموند,Al-Arabiya,Sport
تشافي: افتقدنا لاستغلال الفرص.. كان يجب أن نفوز,تحسر تشافي هرنانديز على إهدار فريقه العديد من الفرص ليكتفي بالتعادل 1-1 مع ضيفه نابولي في ذهاب ملحق الدوري الأوروبي لكرة القدم يوم الخميس.ومنح بيوتر ...,https://www.alarabiya.net//sport/2022/02/18/تشافي-افتقدنا-لاستغلال-الفرص-كان-يجب-أن-نفوز,Al-Arabiya,Sport
الدوري التونسي يعود للنشاط بعد 3 أشهر من الغياب,من جديد ستعود عجلة الدوري التونسي الممتاز لكرة القدم للدوران، بعد توقفه لنحو ثلاثة أشهر يوم السبت في غياب الترجي حامل اللقب ووصيفه النجم الساحلي ...,https://www.alarabiya.net//sport/2022/02/18/الدوري-التونسي-يعود-للنشاط-بعد-3-أشهر-من-الغياب,Al-Arabiya,Sport
قضية كنو مع النصر والهلال.. القصة كاملة,دخل محمد كنو الفترة الحرة من عقده مع الهلال التي تجيز له التوقيع مع أي نادٍ آخر مطلع يناير الماضي، وفي ثاني أيام العام الجديد كان يجلس إلى جوار وكيله ...,https://www.alarabiya.net//sport/saudi-sport/2022/02/18/توقيع-كنو-مع-النصر-والهلال-القصة-كاملة,Al-Arabiya,Sport
برشلونة يبدأ مشوار الدوري الأوروبي بتعادل مخيب,تعادل برشلونة الإسباني 1 - 1 مع ضيفه نابولي الإيطالي في ذهاب ملحق بطولة الدوري الأوروبي لكرة القدم يوم الخميس.ورغم البداية الهجومية لبرشلونة، فقد بادر ...,https://www.alarabiya.net//sport/international-sport/2022/02/17/برشلونة-يبدأ-مشوار-الدوري-الأوروبي-بتعادل-مخيب,Al-Arabiya,Sport
وسائل إعلام: اتفاق بين النصر السعودي وأبوجبل,كشفت وسائل إعلام عن اتفاق النصر السعودي مع حارس الزمالك ومنتخب مصر محمد أبوجبل للانضمام إلى صفوف الأول في فترة الانتقالات الصيفية عقب نهاية عقده مع ...,https://www.alarabiya.net//sport/saudi-sport/2022/02/17/وسائل-اعلام-اتفاق-بين-النصر-السعودي-وأبوجبل,Al-Arabiya,Sport
أهلي جدة ينجو بنقطة من الفيحاء,تعادل الأهلي مع ضيفه الفيحاء بهدف لمثله خلال اللقاء الذي أقيم بينهما ضمن منافسات الجولة 21 من دوري كأس محمد بن سلمان للمحترفين على استاد الأمير ...,https://www.alarabiya.net//sport/2022/02/17/الأهلي-ينجو-بنقطة-من-الفيحاء-,Al-Arabiya,Sport
هلال دياز يمزق شباك الشباب بخماسية,بدأ الهلال مع مدربه الجديد رامون دياز بالشكل الأمثل، بعدما اكتسح الشباب بخمسة أهداف دون مقابل يوم الخميس، ضمن مباريات الجولة 21 من دوري كأس محمد بن ...,https://www.alarabiya.net//sport/saudi-sport/2022/02/17/هلال-دياز-يمزق-شباك-الشباب-بخماسية,Al-Arabiya,Sport
تحديد موعد مباراة الوداد والزمالك بدوري أبطال إفريقيا,تلقى نادي الزمالك المصري خطابا رسميا من الاتحاد الإفريقي لكرة القدم (كاف) يفيد بتحديد يوم السبت الموافق 26 فبراير الجاري، موعدا للقاء الفريق الأبيض مع ...,https://www.alarabiya.net//sport/2022/02/17/تحديد-موعد-مباراة-الوداد-والزمالك-بدوري-أبطال-أفريقيا,Al-Arabiya,Sport
خطأ غروهي يوقف سلسلة انتصارات اتحاد جدة,فرض التعاون التعادل على ضيفه الاتحاد 1 - 1، يوم الخميس، ضمن منافسات المرحلة 21 من دوري كأس محمد بن سلمان للمحترفين.وتقدم الاتحاد في الدقيقة الثانية عن ...,https://www.alarabiya.net//sport/saudi-sport/2022/02/17/خطأ-غروهي-يوقف-سلسلة-انتصارات-اتحاد-جدة,Al-Arabiya,Sport
موسيماني: هدفنا الأساسي الفوز بدوري الأبطال للمرة الثالثة على التوالي,أكد الجنوب إفريقي بيتسو موسيماني، المدير الفني لفريق الأهلي المصري، أن فريقه يعيش حالة عالية من التركيز من أجل تحقيق نتيجة إيجابية في مواجهة الهلال ...,https://www.alarabiya.net//sport/2022/02/17/موسيماني-هدفنا-الأساسي-الفوز-بدوري-الأبطال-للمرة-الثالثة-على-التوالي,Al-Arabiya,Sport
تيباس بثقة: مبابي وهالاند سينتقلان إلى ريال مدريد,يعتقد خافيير تيباس رئيس رابطة الدوري الإسباني لكرة القدم أن كيليان مبابي، نجم فريق باريس سان جيرمان والنرويجي إرلينغ هالاند مهاجم بوروسيا دورتموند ...,https://www.alarabiya.net//sport/international-sport/2022/02/17/تيباس-بثقة-مبابي-وهالاند-سينتقلان-الى-ريال-مدريد,Al-Arabiya,Sport
"""المقبرة"".. عقدة تطارد الأهلي المصري",لم يسبق للأهلي المصري بطل القارة الإفريقية الفوز على الهلال السوداني في ملعب الأخير وذلك قبل مواجهتهما المرتقبة يوم الجمعة في دور المجموعات ببطولة ...,https://www.alarabiya.net//sport/arab-sport/2022/02/17/-المقبرة-عقدة-تطارد-الأهلي-المصري-,Al-Arabiya,Sport
"الهلال السوداني: الاتحاد المصري يسيطر على قرارات ""كاف""",وصف الطاهر يونس، نائب رئيس لجنة تسيير نادي الهلال السوداني، البيان الذي أصدره الاتحاد المصري للعبة بالسابقة الخطيرة، وشكك في نزاهة قرارات الاتحاد ...,https://www.alarabiya.net//sport/arab-sport/2022/02/17/الهلال-السوداني-الاتحاد-المصري-يسيطر-على-قرارات-كاف-,Al-Arabiya,Sport
"مدرب الهلال يكشف أسباب استقالته.. وينصح السودانيين بـ""الثقة""",كشف ريكاردو فورموزينيو، المدرب السابق للهلال السوداني، أن الظروف الأمنية منعته من الاستمرار مع الفريق وتقديم استقالته، مؤكدا أن الحظوظ متساوية للهلال ...,https://www.alarabiya.net//sport/international-sport/2022/02/17/مدرب-الهلال-يكشف-أسباب-استقالته-وينصح-السودانيين-بـ-الثقة-,Al-Arabiya,Sport
النصر يتجاوز الباطن بشق الأنفس,حقق النصر فوزا مثيرا على مضيفه الباطن 4 - 3، يوم الخميس، ضمن منافسات المرحلة 21 من دوري كأس محمد بن سلمان للمحترفين.وتقدم النصر عن طريق فينسنت أبو بكر ...,https://www.alarabiya.net//sport/saudi-sport/2022/02/17/النصر-يتجاوز-الباطن-بشق-الأنفس,Al-Arabiya,Sport
شركة إسرائيلية تطيح برئيس الاتحاد الإيراني لكرة القدم,أقيل رئيس الاتحاد الإيراني لكرة القدم شهاب الدين عزيزي خادم من المنصب الذي يتولاه منذ نحو عام، وفق ما أفاد الإعلام الرسمي الخميس، وسط تقارير عن شبهات ...,https://www.alarabiya.net//sport/international-sport/2022/02/17/شركة-اسرائيلية-تطيح-برئيس-الاتحاد-الايراني-لكرة-القدم,Al-Arabiya,Sport
الأهلي يتفاءل بالهلال.. بطولتان ونهائي,يمثّل الهلال السوداني فأل خير للأهلي المصري في دوري أبطال إفريقيا، إذ حقق الأخير بطولتين إفريقيتين ووصل إلى نهائي آخر بعدما التقى مع الفريق السوداني ...,https://www.alarabiya.net//sport/2022/02/17/الأهلي-بتفاءل-بالهلال-بطولتان-ونهائي-,Al-Arabiya,Sport
وفاة أحمد مصطفى لاعب الزمالك السابق عن عمر 82 عاماً,نعى نادي الزمالك المصري لاعبه السابق أحمد مصطفى الذي توفي عن عمر 82 عاما يوم الخميس.وكان مصطفى من أبرز قادة الزمالك في فترة الستينات بالقرن الماضي ...,https://www.alarabiya.net//sport/2022/02/17/وفاة-أحمد-مصطفى-لاعب-الزمالك-السابق-عن-عمر-82-عاما,Al-Arabiya,Sport
مليون إسترليني أسبوعياً.. باريس يغري مبابي ليتخلى عن ريال مدريد,"يستعد باريس سان جيرمان لجعل لاعبه كيليان مبابي أعلى اللاعبين أجرًا في العالم لمنعه من الرحيل عن الفريق خلال الصيف المقبل.وأكدت صحيفة ""تيليغراف"" ...",https://www.alarabiya.net//sport/2022/02/17/مليون-استرليني-أسبوعيًا-باريس-يغري-مبابي-ليتخلى-عن-ريال-مدريد,Al-Arabiya,Sport
"الهلال يلجأ إلى ""كاس"" بسبب مباراة الأهلي المصري","أعلن نادي الهلال السوداني، مساء الخميس، عن لجوء مجلس الإدارة إلى محكمة التحكيم الرياضية ""كاس"" لاستئناف قرار الاتحاد الإفريقي لكرة القدم ""كاف"" بحرمان ...",https://www.alarabiya.net//sport/arab-sport/2022/02/17/الهلال-يلجأ-الى-كاس-بسبب-مباراة-الأهلي-المصري,Al-Arabiya,Sport
الاتحاد المصري: طلبنا حماية الأهلي في السودان بمنع حضور الجمهور,"وجه الاتحاد المصري لكرة القدم، يوم الخميس، الشكر إلى الاتحاد الإفريقي للعبة ""كاف"" على استجابته لطلب حماية بعثة النادي الأهلي في السودان، وإقامة ...",https://www.alarabiya.net//sport/arab-sport/2022/02/17/الاتحاد-المصري-طلبنا-حماية-الأهلي-في-السودان-بمنع-حضور-الجمهور,Al-Arabiya,Sport
مارادونا لبيريز في 2017: تعاقد مع مبابي بدلًا من بيل,كشفت تقارير صحافية إسبانية أن الأسطورة الراحل دييغو مارادونا نصح فلورنتينو بيريز رئيس ريال مدريد عام 2017 بالتعاقد مع مبابي والاستغناء عن الويلزي ...,https://www.alarabiya.net//sport/2022/02/17/مارادونا-لبيريز-في-2017-تعاقد-مع-مبابي-بدلًا-من-بيل-,Al-Arabiya,Sport
مجموعة صعبة للسعودية والإمارات في كأس آسيا تحت 23 عاماً,أسفرت قرعة بطولة كأس آسيا 2022 للشباب تحت 23 عاماً التي تستضيفها أوزبكستان عن وقوع حامل اللقب منتخب كوريا الجنوبية بالمجموعة الثالثة بمواجهة ثلاثة ...,https://www.alarabiya.net//sport/arab-sport/2022/02/17/مجموعة-صعبة-للسعودية-والامارات-في-كأس-آسيا-تحت-23-عاماً,Al-Arabiya,Sport
الأهلي المنتشي يزور الهلال السوداني في غياب الجمهور,سيبدأ الأهلي المصري، المنتشي ببرونزية كأس العالم للأندية، مشواره في دور المجموعات بدوري أبطال إفريقيا لكرة القدم بزيارة جاره الهلال السوداني في مباراة ...,https://www.alarabiya.net//sport/2022/02/17/الأهلي-المنتشي-يزور-الهلال-السوداني-في-غياب-الجمهور,Al-Arabiya,Sport
إنجلترا تواجه إيطاليا في ملعب مولينو لأول مرة منذ 1956,أعلن الاتحاد الإنجليزي لكرة القدم يوم الخميس أن منتخب إنجلترا سيخوض مباراة في استاد مولينو لأول مرة منذ عام 1956 عندما يواجه إيطاليا في يونيو ...,https://www.alarabiya.net//sport/2022/02/17/انجلترا-تواجه-ايطاليا-في-ملعب-مولينو-لأول-مرة-منذ-1956,Al-Arabiya,Sport
رونالدو اللاعب الأكثر شعبية في الصين,كشف تقرير إعلامي في الصين يوم الخميس أن الهداف البرتغالي كريستيانو رونالدو نجم مانشستر يونايتد الإنجليزي، حافظ على مكانته كأشهر لاعب كرة قدم عبر شبكة ...,https://www.alarabiya.net//sport/international-sport/2022/02/17/رونالدو-اللاعب-الأكثر-شعبية-في-الصين,Al-Arabiya,Sport
كلوب يحذّر ليفربول: إنتر ما زال خطيراً,شدد يورغن كلوب مدرب ليفربول على أن مهمة فريقه أمام إنتر ميلان في دوري أوروبا لكرة القدم لم تنته بعد، وأن الفوز 2-صفر في الذهاب في إيطاليا نتيجة ...,https://www.alarabiya.net//sport/international-sport/2022/02/17/كلوب-يحذّر-ليفربول-انتر-ما-زال-خطيراً,Al-Arabiya,Sport
الرفاعي: لا يمكن تكرار عقوبة كنو مرتين,يرى المحامي أيمن الرفاعي المستشار القانوني أن لجنة الاحتراف تريثت في إصدار عقوبة رياضية حول قضية محمد كنو وتوقيعه لناديي النصر والهلال لتتأكد من عدم ...,https://www.alarabiya.net//sport/saudi-sport/2022/02/17/الرفاعي-لا-يمكن-تكرار-عقوبة-كنو-مرتين,Al-Arabiya,Sport
كومان ينقذ بايرن ميونخ من مفاجأة سالزبورغ,أنقذ اللاعب كينغسلي كومان فريقه بايرن ميونخ الألماني من فخ الهزيمة وسجل له هدف التعادل 1 - 1 في الوقت القاتل من مباراته أمام مضيفه ريد بول سالزبورغ ...,https://www.alarabiya.net//sport/international-sport/2022/02/17/كومان-ينقذ-بايرن-ميونخ-من-مفاجأة-سالزبورغ-,Al-Arabiya,Sport
ليفربول يجتاز إنتر بثنائية فيرمينو وصلاح,وضع ليفربول الإنجليزي قدما في دور الثمانية لبطولة دوري أبطال أوروبا لكرة القدم، بعدما حقق فوزا ثمينا 2 - صفر على مضيفه إنتر ميلان الإيطالي يوم ...,https://www.alarabiya.net//sport/international-sport/2022/02/17/ليفربول-يجتاز-انتر-بثنائية-فيرمينو-وصلاح,Al-Arabiya,Sport
هورفات.. وجه مألوف يهدد فريقه السابق النصر,سيواجه ألين هورفات مدرب الباطن فريقه السابق النصر يوم الخميس، وهو أمر بات معتاداً للأصفر في المواسم الأخيرة الذي لاقى عدداً من مدربيه السابقين ...,https://www.alarabiya.net//sport/saudi-sport/2022/02/17/هورفات-وجه-مألوف-يهدد-فريقه-السابق-النصر,Al-Arabiya,Sport
أتلتيكو مدريد يسقط أمام متذيل الترتيب,واصل فريق ليفانتي تكريس عقدته أمام مضيفه أتلتيكو مدريد في لقاءاتهما الأخيرة ببطولة الدوري الإسباني لكرة القدم، بعدما تغلب عليه 1 - صفر يوم الأربعاء في ...,https://www.alarabiya.net//sport/international-sport/2022/02/17/أتلتيكو-مدريد-يسقط-أمام-متذيل-الترتيب,Al-Arabiya,Sport
توجيه اتهام لمانشستر يونايتد بسبب تصرفات لاعبيه أمام برايتون,كشف الاتحاد الإنجليزي لكرة القدم يوم الأربعاء أنه تم توجيه اتهام إلى مانشستر يونايتد بالفشل في السيطرة على تصرفات لاعبيه خلال فوزه 2-صفر على برايتون ...,https://www.alarabiya.net//sport/2022/02/17/توجيه-اتهام-لمانشستر-يونايتد-بسبب-تصرفات-لاعبيه-أمام-برايتون,Al-Arabiya,Sport
بيان من الاحتراف وفض المنازعات حول قضية كنو,أعلنت لجنة الاحتراف وأوضاع اللاعبين بالاتحاد السعودي لكرة القدم، يوم الأربعاء، في بيان مشترك مع غرفة المنازعات، عن إحالة نسخة من ملف قضية اللاعب محمد ...,https://www.alarabiya.net//sport/saudi-sport/2022/02/17/بيان-من-الاحتراف-وفض-المنازعات-حول-قضية-كنو-,Al-Arabiya,Sport
عنف الألمان في كرة القدم يؤدي إلى خسارة 44 مليون يورو سنويًا,"أفاد تقرير نشره معهد ""إيفو"" الألماني يوم الأربعاء أن عنف المشجعين المرتبط بمباريات كرة القدم في ألمانيا يؤدي إلى تكاليف تقترب من 44 مليون يورو (50 ...",https://www.alarabiya.net//sport/2022/02/16/عنف-الألمان-في-كرة-القدم-يؤدي-الى-خسارة-44-مليون-يورو-سنويًا,Al-Arabiya,Sport
"السماح بحضور 25 ألف متفرج مباريات ""البوندسليغا"" بداية من مارس",أصبح بمقدور الأندية الرياضية ومنها فرق كرة القدم بالدوري الألماني (بوندسليغا) السماح للجماهير بالعودة إلى الملاعب ابتداء من شهر مارس المقبل، وذلك بعد ...,https://www.alarabiya.net//sport/2022/02/16/السماح-بحضور-25-ألف-متفرج-مباريات-البوندسليغا-بداية-من-مارس,Al-Arabiya,Sport
بيراميدز يعمق جراح الإسماعيلي ويرتقي لقمة الدوري المصري,ارتقى بيراميدز إلى صدارة ترتيب بطولة الدوري المصري لكرة القدم عقب فوزه الثمين 1 - صفر على ضيفه الإسماعيلي، يوم الأربعاء في المرحلة التاسعة للمسابقة، ...,https://www.alarabiya.net//sport/2022/02/16/بيراميدز-يعمق-جراح-الاسماعيلي-ويرتقي-لقمة-الدوري-المصري,Al-Arabiya,Sport
الرياح الشديدة تحول رحلة طائرة مانشستر سيتي إلى ليفربول,سارت مباراة مانشستر سيتي في دوري أبطال أوروبا في البرتغال بسلاسة، لكن رحلة العودة من لشبونة تحولت إلى ليفربول بفعل الرياح الشديدة وهبطت بسلام.وتغلب ...,https://www.alarabiya.net//sport/international-sport/2022/02/16/الرياح-الشديدة-تحول-رحلة-طائرة-مانشستر-سيتي-الى-ليفربول,Al-Arabiya,Sport
6 أسلحة متبقية لدياز منذ مواجهته الأخيرة أمام الشباب,مر 1462 يومًا منذ أن قاد رامون دياز الهلال خلال آخر مباراة لعبها أمام الشباب وحتى مباراة يوم الخميس التي ستكون الأولى منذ عودته في ولاية ثانية لفريق ...,https://www.alarabiya.net//sport/2022/02/16/ستة-لاعبين-متبقيين-لدياز-منذ-آخر-مواجهة-له-أمام-الشباب,Al-Arabiya,Sport
الوحدة الإماراتي يمدد عقد أسطورته إسماعيل مطر,أعلن الوحدة المنافس في دوري المحترفين الإماراتي لكرة القدم يوم الأربعاء تمديد عقد قائده المخضرم إسماعيل مطر دون تحديد مدة العقد الجديد.وقال الوحدة عبر ...,https://www.alarabiya.net//sport/arab-sport/2022/02/16/الوحدة-الاماراتي-يمدد-عقد-أسطورته-اسماعيل-مطر,Al-Arabiya,Sport
وكيل أبوجبل: النصر قدم عرضا.. والأولوية للزمالك,كشف سيد مرعي وكيل أعمال محمد أبوجبل حارس الزمالك والمنتخب المصري عن تلقي موكله عرضاً من نادي النصر السعودي، مشيراً إلى أن أولوية الحارس الذي تألق في ...,https://www.alarabiya.net//sport/2022/02/16/وكيل-أبوجبل-النصر-قدم-عرضًا-وأولويته-الزمالك,Al-Arabiya,Sport
تشافي بألم: موسيقى دوري أبطال أوروبا تثير غضبي,لا يعتقد تشافي هيرنانديز، المدير الفني لفريق برشلونة الإسباني، أن فريقه هو المرشح الأوفر حظا للتتويج بلقب بطولة الدوري الأوروبي لكرة القدم هذا الموسم، ...,https://www.alarabiya.net//sport/international-sport/2022/02/16/تشافي-بألم-موسيقى-دوري-أبطال-أوروبا-تثير-غضبي,Al-Arabiya,Sport
رونالدو وميسي لا يريدان اللعب معًا في باريس سان جيرمان,كشفت تقارير صحافية أن البرتغالي كريسيتانو رونالدو والأرجنتيني ليونسل ميسي لا يريدان اللعب معا في فريق العاصمة الفرنسية باريس سان جيرمان، وذلك في حالة ...,https://www.alarabiya.net//sport/2022/02/16/رونالدو-وميسي-لا-يريدان-اللعب-معًا-في-باريس-سان-جيرمان,Al-Arabiya,Sport
"ميسي.. أسطورة ""تائه"" يعيش في الظل منذ 6 أشهر",كانت أعين المراقبين ترتكز نحو ليونيل ميسي لاعب باريس سان جيرمان في مواجهة ريال مدريد ضمن ثمن نهائي دوري أبطال أوروبا، لكن أسطورة برشلونة السابق ما زال ...,https://www.alarabiya.net//sport/international-sport/2022/02/16/ميسي-أسطورة-تائه-يعيش-في-الظل-منذ-6-أشهر,Al-Arabiya,Sport
هالاند يواصل غيابه عن دورتموند,يتواصل غياب المهاجم النرويجي إيرلينغ هالاند عن فريقه بوروسيا دورتموند الألماني خلال لقاء الفريق مع رينجرز الأسكتلندي في ذهاب ملحق بطولة الدوري ...,https://www.alarabiya.net//sport/international-sport/2022/02/16/هالاند-يواصل-غيابه-عن-دورتموند,Al-Arabiya,Sport
"قمة بين الهلال والشباب.. واتحاد جدة ""المنتعش"" يصطدم بالتعاون",سيحاول الهلال بطل آسيا مداواة جراحه سريعا عندما يستضيف الشباب في مباراة قمة بدوري كأس محمد بن سلمان للمحترفين لكرة القدم يوم الخميس، على أرضية استاد ...,https://www.alarabiya.net//sport/saudi-sport/2022/02/16/قمة-بين-الهلال-والشباب-واتحاد-جدة-المنتعش-يصطدم-بالتعاون,Al-Arabiya,Sport
ماني يعترف: صلاح حاول تشتيت ذهني.. وأشعر بألمه,كشف السنغالي ساديو ماني عن طبيعة علاقته بزميله في ليفربول محمد صلاح عقب انتصار السنغال على مصر في نهائي كأس أمم إفريقيا التي أقيمت بالكاميرون، مؤكدًا ...,https://www.alarabiya.net//sport/2022/02/16/ماني-يكشف-عن-حديثه-مع-صلاح-قبل-ركلة-جزاء-نهائي-افريقيا,Al-Arabiya,Sport
برشلونة في اختبار صعب أمام نابولي بملحق الدوري الأوروبي,"ستكتفي جماهير برشلونة الإسباني بمشاهدة فريقها يخوض غمار مسابقة الدوري الأوروبي ""يوروبا ليغ"" لكرة القدم للمرة الأولى منذ 18 عاماً، ذلك عندما يستضيف ...",https://www.alarabiya.net//sport/international-sport/2022/02/16/برشلونة-في-اختبار-صعب-أمام-نابولي-بملحق-الدوري-الأوروبي,Al-Arabiya,Sport
غياب محمد الشناوي عن مواجهة الهلال السوداني,أعلن النادي الأهلي المصري يوم الأربعاء، غياب محمد الشناوي حارس مرمى الفريق الأول لكرة القدم بالنادي عن مواجهة الهلال السوداني المقررة يوم الجمعة في ...,https://www.alarabiya.net//sport/2022/02/16/غياب-محمد-الشناوي-عن-مواجهة-الهلال-السوداني,Al-Arabiya,Sport
إيطاليا تصدر مذكرة توقيف دولية بحق البرازيلي روبينيو,أكد متحدث باسم وزارة العدل الإيطالية يوم الأربعاء أن الوزارة أصدرت مذكرة توقيف دولية بحق المهاجم البرازيلي روبينيو لاعب نادي ميلان الأسبق ومنتخب ...,https://www.alarabiya.net//sport/2022/02/16/ايطاليا-تصدر-مذكرة-توقيف-دولية-بحق-البرازيلي-روبينيو,Al-Arabiya,Sport
دي خيا: يونايتد مطالب بالمنافسة على مراكز المقدمة,أكد ديفيد دي خيا حارس مانشستر يونايتد عقب الفوز 2-صفر على برايتون أند هوف ألبيون في الدوري الإنجليزي الممتاز لكرة القدم إنه يجب على ناديه أن ينافس على ...,https://www.alarabiya.net//sport/international-sport/2022/02/16/دي-خيا-يونايتد-مطالب-بالمنافسة-على-مراكز-المقدمة,Al-Arabiya,Sport
"غوارديولا يصف برناردو سيلفا بـ""اللاعب المثالي""","يعتبر بيب غوارديولا مدرب مانشستر سيتي أن برناردو سيلفا هو ""اللاعب المثالي"" بعدما سجل لاعب الوسط البرتغالي هدفين في الفوز 5-صفر على سبورتنغ لشبونة في ...",https://www.alarabiya.net//sport/international-sport/2022/02/16/غوارديولا-يصف-برناردو-سيلفا-بـ-اللاعب-المثالي-,Al-Arabiya,Sport
مبابي سعيد في باريس.. ولا يفكر بريال مدريد,أكد كيليان مبابي أنه يشعر بالسعادة باللعب مع باريس سان جيرمان، مشيراً إلى أنه لم يحسم مستقبله مع ناديه الفرنسي وسط تكهنات مستمرة حول قرب انتقاله إلى ...,https://www.alarabiya.net//sport/international-sport/2022/02/16/مبابي-سعيد-في-باريس-ولا-يفكر-بريال-مدريد,Al-Arabiya,Sport
رونالدو يعيد مانشستر يونايتد إلى طريق الانتصارات,استعاد فريق مانشستر يونايتد نغمة الانتصارات في الدوري الإنجليزي الممتاز لكرة القدم وفاز على ضيفه برايتون 2 - صفر مساء الثلاثاء في مباراة مؤجلة من ...,https://www.alarabiya.net//sport/international-sport/2022/02/16/رونالدو-يعيد-مانشستر-يونايتد-الى-طريق-الانتصارات,Al-Arabiya,Sport
هدف مبابي القاتل يقود باريس للفوز على ريال مدريد,فاز فريق باريس سان جيرمان الفرنسي على ضيفه ريال مدريد الإسباني 1 - صفر ،خلال المباراة التي جمعتهما يوم الثلاثاء في ذهاب دور الـ16 ببطولة دوري أبطال ...,https://www.alarabiya.net//sport/international-sport/2022/02/16/هدف-مبابي-القاتل-يقود-باريس-للفوز-على-ريال-مدريد,Al-Arabiya,Sport
لياقة لاعبي اتحاد جدة خلفها مدرب أتلتيكو مدريد,يعتمد الروماني كوزمين كونترا مدرب اتحاد جدة متصدر ترتيب دوري كأس محمد بن سلمان للمحترفين على 4 مساعدين، منهم إيفان رافائيل دياز الذي عمل في أتلتيكو ...,https://www.alarabiya.net//sport/saudi-sport/2022/02/16/لياقة-لاعبي-اتحاد-جدة-خلفها-مدرب-أتلتيكو-مدريد,Al-Arabiya,Sport
